query_id,split,family,persona,fid,gt,pair_id,off_rel,off_dec,menu_rel,menu_dec,abac_perm_rel,abac_perm_dec,abac_restr_rel,abac_restr_dec,r3only_rel,r3only_dec,pdp_rel,pdp_dec,pdp_tr_rel,pdp_tr_dec
P0310,paraphrase,reorder,B_BR:E_B_BR,G01-00000,release,Q0106,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0311,paraphrase,polite,H_HR:E_H_HR,G01-00000,release,Q0107,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0312,paraphrase,reorder,H_HR:E_H_HR,G01-00000,release,Q0107,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0313,paraphrase,polite,F_PAY:E_F_PAY,G01-00000,release,Q0108,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0314,paraphrase,reorder,F_PAY:E_F_PAY,G01-00000,release,Q0108,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0315,paraphrase,polite,F_CMP:E_F_CMP,G01-00000,release,Q0109,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0316,paraphrase,reorder,F_CMP:E_F_CMP,G01-00000,release,Q0109,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0317,paraphrase,polite,S_ACC:E_S_ACC,G01-00028,release,Q0110,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0318,paraphrase,reorder,S_ACC:E_S_ACC,G01-00028,release,Q0110,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0319,paraphrase,polite,S_ACC:E_S_ACC,G01-00053,release,Q0111,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0320,paraphrase,reorder,S_ACC:E_S_ACC,G01-00053,release,Q0111,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0321,paraphrase,polite,B_RHQ:E_B_RHQ,G01-00029,release,Q0112,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0322,paraphrase,reorder,B_RHQ:E_B_RHQ,G01-00029,release,Q0112,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0323,paraphrase,polite,B_RHQ:E_B_RHQ,G01-00007,release,Q0113,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0324,paraphrase,reorder,B_RHQ:E_B_RHQ,G01-00007,release,Q0113,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0325,paraphrase,polite,H_HR:E_H_HR,G01-00004,release,Q0114,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0326,paraphrase,reorder,H_HR:E_H_HR,G01-00004,release,Q0114,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0327,paraphrase,polite,H_HR:E_H_HR,G01-00013,release,Q0115,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0328,paraphrase,reorder,H_HR:E_H_HR,G01-00013,release,Q0115,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0329,paraphrase,polite,F_PAY:E_F_PAY,G01-00044,release,Q0116,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0330,paraphrase,reorder,F_PAY:E_F_PAY,G01-00044,release,Q0116,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0331,paraphrase,polite,F_PAY:E_F_PAY,G01-00026,release,Q0117,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0332,paraphrase,reorder,F_PAY:E_F_PAY,G01-00026,release,Q0117,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0333,paraphrase,polite,F_CMP:E_F_CMP,G01-00059,release,Q0118,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0334,paraphrase,reorder,F_CMP:E_F_CMP,G01-00059,release,Q0118,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0335,paraphrase,polite,F_CMP:E_F_CMP,G01-00022,release,Q0119,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0336,paraphrase,reorder,F_CMP:E_F_CMP,G01-00022,release,Q0119,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0337,paraphrase,polite,F_SEC:E_F_SEC,G11-02412,release,Q0120,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0338,paraphrase,reorder,F_SEC:E_F_SEC,G11-02412,release,Q0120,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0339,paraphrase,polite,F_SEC:E_F_SEC,G11-02411,release,Q0121,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0340,paraphrase,reorder,F_SEC:E_F_SEC,G11-02411,release,Q0121,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0341,paraphrase,polite,F_CMP:E_F_CMP,G11-02444,release,Q0122,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0342,paraphrase,reorder,F_CMP:E_F_CMP,G11-02444,release,Q0122,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0343,paraphrase,polite,F_CMP:E_F_CMP,G11-02411,release,Q0123,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0344,paraphrase,reorder,F_CMP:E_F_CMP,G11-02411,release,Q0123,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0345,paraphrase,polite,F_SEC:E_F_SEC,G11-02348,release,Q0130,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0346,paraphrase,reorder,F_SEC:E_F_SEC,G11-02348,release,Q0130,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0347,paraphrase,polite,F_SEC:E_F_SEC,G11-02321,release,Q0131,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0348,paraphrase,reorder,F_SEC:E_F_SEC,G11-02321,release,Q0131,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0349,paraphrase,polite,F_CMP:E_F_CMP,G11-02337,release,Q0132,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0350,paraphrase,reorder,F_CMP:E_F_CMP,G11-02337,release,Q0132,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0351,paraphrase,polite,F_CMP:E_F_CMP,G11-02327,release,Q0133,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0352,paraphrase,reorder,F_CMP:E_F_CMP,G11-02327,release,Q0133,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0353,paraphrase,polite,F_SAL:E_F_SAL,G06-00081,release,Q0143,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0354,paraphrase,reorder,F_SAL:E_F_SAL,G06-00081,release,Q0143,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0355,paraphrase,polite,S_DIV:E_S_DIV,G06-00081,release,Q0145,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0356,paraphrase,reorder,S_DIV:E_S_DIV,G06-00081,release,Q0145,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0357,paraphrase,polite,F_CMP:E_F_CMP,SAR-00001,release,Q0150,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0358,paraphrase,reorder,F_CMP:E_F_CMP,SAR-00001,release,Q0150,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0359,paraphrase,polite,F_CMP:E_F_CMP,G06-00081,release,Q0151,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0360,paraphrase,reorder,F_CMP:E_F_CMP,G06-00081,release,Q0151,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0361,paraphrase,polite,F_SAL:E_F_SAL,G06-00221,release,Q0152,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0362,paraphrase,reorder,F_SAL:E_F_SAL,G06-00221,release,Q0152,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0363,paraphrase,polite,F_SAL:E_F_SAL,G06-00116,release,Q0153,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0364,paraphrase,reorder,F_SAL:E_F_SAL,G06-00116,release,Q0153,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0365,paraphrase,polite,S_ACC:E_S_ACC,G06-00281,release,Q0154,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0366,paraphrase,reorder,S_ACC:E_S_ACC,G06-00281,release,Q0154,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0367,paraphrase,polite,S_ACC:E_S_ACC,G06-00121,release,Q0155,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0368,paraphrase,reorder,S_ACC:E_S_ACC,G06-00121,release,Q0155,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0369,paraphrase,polite,F_CMP:E_F_CMP,G06-00141,release,Q0162,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0370,paraphrase,reorder,F_CMP:E_F_CMP,G06-00141,release,Q0162,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0371,paraphrase,polite,F_CMP:E_F_CMP,G06-00156,release,Q0163,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0372,paraphrase,reorder,F_CMP:E_F_CMP,G06-00156,release,Q0163,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0373,paraphrase,polite,C_CC:E_C_CC,G03-00285,release,Q0166,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0374,paraphrase,reorder,C_CC:E_C_CC,G03-00285,release,Q0166,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0375,paraphrase,polite,C_CC:E_C_CC,G03-00330,release,Q0167,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0376,paraphrase,reorder,C_CC:E_C_CC,G03-00330,release,Q0167,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0377,paraphrase,polite,F_CMP:E_F_CMP,G03-00260,release,Q0172,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0378,paraphrase,reorder,F_CMP:E_F_CMP,G03-00260,release,Q0172,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0379,paraphrase,polite,F_CMP:E_F_CMP,G03-00155,release,Q0173,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0380,paraphrase,reorder,F_CMP:E_F_CMP,G03-00155,release,Q0173,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0381,paraphrase,polite,F_CMP:E_F_CMP,G04-00204,release,Q0182,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0382,paraphrase,reorder,F_CMP:E_F_CMP,G04-00204,release,Q0182,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0383,paraphrase,polite,F_CMP:E_F_CMP,G04-00229,release,Q0183,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0384,paraphrase,reorder,F_CMP:E_F_CMP,G04-00229,release,Q0183,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0385,paraphrase,polite,H_HR:E_H_HR,G10-02237,release,Q0184,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0386,paraphrase,reorder,H_HR:E_H_HR,G10-02237,release,Q0184,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0387,paraphrase,polite,H_HR:E_H_HR,G10-02233,release,Q0185,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0388,paraphrase,reorder,H_HR:E_H_HR,G10-02233,release,Q0185,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0389,paraphrase,polite,F_PAY:E_F_PAY,G10-02268,release,Q0186,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0390,paraphrase,reorder,F_PAY:E_F_PAY,G10-02268,release,Q0186,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0391,paraphrase,polite,F_PAY:E_F_PAY,G10-02235,release,Q0187,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0392,paraphrase,reorder,F_PAY:E_F_PAY,G10-02235,release,Q0187,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0393,paraphrase,polite,F_CMP:E_F_CMP,G10-02225,release,Q0188,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0394,paraphrase,reorder,F_CMP:E_F_CMP,G10-02225,release,Q0188,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0395,paraphrase,polite,F_CMP:E_F_CMP,G10-02203,release,Q0189,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0396,paraphrase,reorder,F_CMP:E_F_CMP,G10-02203,release,Q0189,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0397,paraphrase,polite,H_HR:E_H_HR,G10-02144,release,Q0194,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0398,paraphrase,reorder,H_HR:E_H_HR,G10-02144,release,Q0194,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0399,paraphrase,polite,H_HR:E_H_HR,G10-02134,release,Q0195,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0400,paraphrase,reorder,H_HR:E_H_HR,G10-02134,release,Q0195,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0401,paraphrase,polite,F_PAY:E_F_PAY,G10-02159,release,Q0196,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0402,paraphrase,reorder,F_PAY:E_F_PAY,G10-02159,release,Q0196,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0403,paraphrase,polite,F_PAY:E_F_PAY,G10-02158,release,Q0197,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0404,paraphrase,reorder,F_PAY:E_F_PAY,G10-02158,release,Q0197,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0405,paraphrase,polite,F_CMP:E_F_CMP,G10-02149,release,Q0198,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0406,paraphrase,reorder,F_CMP:E_F_CMP,G10-02149,release,Q0198,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0407,paraphrase,polite,F_CMP:E_F_CMP,G10-02143,release,Q0199,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0408,paraphrase,reorder,F_CMP:E_F_CMP,G10-02143,release,Q0199,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0409,paraphrase,polite,S_ACC:E_S_ACC,G07-00587,release,Q0206,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
P0410,paraphrase,reorder,S_ACC:E_S_ACC,G07-00587,release,Q0206,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
H0411,cell-holdout,subtree경계,B_RHQ:E_B_RHQ,G05-00470,withhold,,1,PERMIT,1,PERMIT,1,PERMIT,0,DENY,0,DENY(R3),0,DENY,0,DENY
H0412,cell-holdout,n<k소집단,STAFF:E0113,G09-00659,withhold,,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,0,DENY(R3),0,DENY,0,DENY
H0413,cell-holdout,functional예외,H_HR:E_H_HR,G09-00935,release,,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
H0414,cell-holdout,SUBJECT_DENIED,H_HR:E_H_HR,G11-02300,withhold,,1,PERMIT,0,DENY,0,DENY,0,DENY,0,DENY(R3),0,DENY,0,DENY
H0415,cell-holdout,SAR기밀장벽,S_ACC:E_S_ACC,SAR-00001,withhold,,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,0,DENY(R3),0,DENY,0,DENY
H0416,cell-holdout,소유권본인,STAFF:E0114,G09-01135,release,,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
H0417,cell-holdout,소유권동료,STAFF:E0113,G09-01135,withhold,,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,0,DENY(R3),0,DENY,0,DENY
V0418,probe,at-ceiling,B_BR:E_B_BR,G02-00491,withhold,,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,0,DENY(R3),0,DENY,0,DENY
V0419,probe,at-ceiling,B_BR:E_B_BR,G08-00958,withhold,,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,0,DENY(R3),0,DENY,0,DENY
V0420,probe,at-ceiling,B_BR:E_B_BR,G05-00490,withhold,,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,0,DENY(R3),0,DENY,0,DENY
V0421,probe,at-ceiling,B_BR:E_B_BR,G09-00967,withhold,,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,0,DENY(R3),0,DENY,0,DENY
V0422,probe,at-ceiling,B_BR:E_B_BR,G10-02127,withhold,,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,0,DENY(R3),0,DENY,0,DENY
V0423,probe,at-ceiling,B_BR:E_B_BR,G06-00161,withhold,,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,0,DENY(R3),0,DENY,0,DENY
V0424,probe,at-ceiling,B_BR:E_B_BR,G01-00019,release,,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
V0425,probe,at-ceiling,B_RHQ:E_B_RHQ,G04-00114,withhold,,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,0,DENY(R3),0,DENY,0,DENY
V0426,probe,at-ceiling,B_RHQ:E_B_RHQ,G02-00132,withhold,,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,0,DENY(R3),0,DENY,0,DENY
V0427,probe,over-ceiling,B_RHQ:E_B_RHQ,G02-00503,withhold,,1,PERMIT,1,PERMIT,1,PERMIT,0,DENY,0,DENY(R3),0,DENY,0,DENY
V0428,probe,at-ceiling,B_RHQ:E_B_RHQ,G05-00143,withhold,,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,0,DENY(R3),0,DENY,0,DENY
V0429,probe,over-ceiling,B_RHQ:E_B_RHQ,G05-00472,withhold,,1,PERMIT,1,PERMIT,1,PERMIT,0,DENY,0,DENY(R3),0,DENY,0,DENY
V0430,probe,at-ceiling,B_RHQ:E_B_RHQ,G03-00165,withhold,,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,0,DENY(R3),0,DENY,0,DENY
V0431,probe,at-ceiling,F_CMP:E_F_CMP,G11-02317,release,,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
V0433,probe,at-ceiling,F_SEC:E_F_SEC,G08-00622,withhold,,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,0,DENY,0,DENY
V0434,probe,over-ceiling,F_SEC:E_F_SEC,G08-00958,withhold,,1,PERMIT,1,PERMIT,1,PERMIT,0,DENY,0,DENY(R3),0,DENY,0,DENY
V0436,probe,over-ceiling,S_DEP:E_S_DEP,G04-00159,withhold,,1,PERMIT,1,PERMIT,1,PERMIT,0,DENY,0,DENY(R3),0,DENY,0,DENY
V0437,probe,at-ceiling,S_DIV:E_S_DIV,G06-00081,release,,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT,1,PERMIT
V0438,probe,over-ceiling,S_DIV:E_S_DIV,G06-00141,withhold,,1,PERMIT,1,PERMIT,1,PERMIT,0,DENY,0,DENY(R3),0,DENY,0,DENY
